,v1,v2
3069,ham,I'm now but have to wait till 2 for the bus to pick me.
4410,ham,Ya but it cant display internal subs so i gotta extract them
1656,ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
2179,ham,And popping &lt;#&gt; ibuprofens was no help.
3335,ham,Then u go back urself lor...
1863,ham,I'll let you know when it kicks in
2248,ham,will you like to be spoiled? :)
3027,ham,You have got tallent but you are wasting.
4461,ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
1893,ham,Good Morning plz call me sir
657,ham,You will be in the place of that man
3112,ham,"Wat time liao, where still got."
2488,ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
5418,ham,So how are you really. What are you up to. How's the masters. And so on.
3082,ham,K..k:)how about your training process?
3840,ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
5424,ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
5358,ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
856,ham,Going to take your babe out ?
3670,ham,Yup. Thk of u oso boring wat.
4617,ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
1982,ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
3075,ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
3682,ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...
1401,ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
2392,ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
4491,ham,Probably a couple hours tops
5315,ham,Hahaha..use your brain dear
1215,ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
99,ham,Please don't text me anymore. I have nothing else to say.
1678,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
907,ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
5262,ham,Did you see that film:)
4242,ham,Okie...
598,ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
3185,ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
5557,ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
4153,ham,Haf u eaten? Wat time u wan me 2 come?
5470,ham,I thought slide is enough.
1819,ham,Dunno dat's wat he told me. Ok lor...
1472,ham,"Just sent you an email ÛÒ to an address with incomm in it, is that right?"
3101,ham,Even if he my friend he is a priest call him now
4718,ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
1319,ham,Correct. So how was work today
4660,ham,Ok no prob...
70,ham,Wah lucky man... Then can save money... Hee...
222,ham,"Sorry, I'll call later"
2945,ham,make that 3! 4 fucks sake?! x
3356,ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
4008,ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
4716,ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
2092,ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
1591,ham,That's my honeymoon outfit. :)
5505,ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
2404,ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
428,ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..
1303,ham,I cant pick the phone right now. Pls send a message
1120,ham,Cancel cheyyamo?and get some money back?
5245,ham,Thank you princess! I want to see your nice juicy booty...
732,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
2465,ham,S.i think he is waste for rr..
1761,ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
3315,ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
779,ham,That means get the door
5396,ham,As in i want custom officer discount oh.
2149,ham,Waaaat?? Lololo ok next time then!
3820,ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
2356,ham,No..he joined today itself.
2150,ham,"The table's occupied, I'm waiting by the tree"
4057,ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
4470,ham,Wa... U so efficient... Gee... Thanx...
2020,ham,Anything lor but toa payoh got place 2 walk meh...
3949,ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
3386,ham,So u workin overtime nigpun?
5543,ham,U still havent got urself a jacket ah?
3370,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
4387,ham,"see you then, we're all christmassy here!"
399,ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
1436,ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
5045,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
4097,ham,I think just yourself Û_Thanks and see you tomo
1314,ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
3929,ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
5117,ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
676,ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
3252,ham,K:)k..its good:)when are you going?
4706,ham,Wif my family booking tour package.
3152,ham,I tagged MY friends that you seemed to count as YOUR friends.
2942,ham,No message..no responce..what happend?
4347,ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
3167,ham,Ugh hopefully the asus ppl dont randomly do a reformat.
4619,ham,THIS IS A LONG FUCKIN SHOWR
409,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
5554,ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
2411,ham,"Come to me right now, Ahmad"
2364,ham,Ok then no need to tell me anything i am going to sleep good night
2461,ham,Anything lar...
4869,ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
1353,ham,"Goodnight, sleep well da please take care pa. Please."
627,ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
3839,ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
3592,ham,"Sorry, I'll call later"
969,ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
301,ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
109,ham,Dont worry. I guess he's busy.
1225,ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
5188,ham,Okie
1955,ham,"Aight I'll grab something to eat too, text me when you're back at mu"
3363,ham,"Yo my trip got postponed, you still stocked up?"
3073,ham,Don know. I did't msg him recently.
861,ham,Your brother is a genius
4136,ham,Just got to  &lt;#&gt;
1290,ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... 
4925,ham,"Oh yes, why is it like torture watching england?"
1784,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
5227,ham,I re-met alex nichols from middle school and it turns out he's dealing!
4469,ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
1582,ham,"Yep, at derek's house now, see you Sunday &lt;3"
2105,ham,I fetch yun or u fetch?
2322,ham,Should I be stalking u?
1859,ham,What's up. Do you want me to come online?
1629,ham,Sounds like you have many talents! would you like to go on a dinner date next week?
4315,ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
5210,ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
807,ham,Boooo you always work. Just quit.
3222,ham,Well that must be a pain to catch
2056,ham,.Please charge my mobile when you get up in morning.
3909,ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
5013,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
1870,ham,"Aight, I'll text you when I'm back"
2471,ham,"sry can't talk on phone, with parents"
1260,ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
4913,ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
3545,ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!
2025,ham,"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! "
5353,ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...
1659,ham,"Yeah, where's your class at?"
3374,ham,:) 
1802,ham,Ok lor thanx... ÌÏ in school?
3627,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
4304,ham,Yo come over carlos will be here soon
3656,ham,Studying. But i.ll be free next weekend.
3156,ham,Havent shopping now lor i juz arrive only
502,ham,Check with nuerologist.
4,ham,"Nah I don't think he goes to usf, he lives around here though"
624,ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
819,ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
793,ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
3245,ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
2151,ham,I surely dont forgot to come:)i will always be in touch in with you:-)
842,ham,Our Prashanthettan's mother passed away last night. pray for her and family.
989,ham,Ugh. Gotta drive back to sd from la. My butt is sore.
4444,ham,"2 celebrate my båÕday, y else?"
1882,ham,"Sorry, I can't help you on this."
5255,ham,Ok... Sweet dreams...
418,ham,"Alright, I'll head out in a few minutes, text me where to meet you"
607,ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
1437,ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
297,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
2570,ham,From 5 to 2 only my work timing.
3704,ham,Ok. Very good. Its all about making that money.
5344,ham,When you guys planning on coming over?
3956,ham,Where is that one day training:-)
4171,ham,"Sorry, I'll call later"
3730,ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
4314,ham,Captain is in our room:)
4016,ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
5129,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
4253,ham,"How about clothes, jewelry, and trips?"
3357,ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
5153,ham,Haven't left yet so probably gonna be here til dinner
48,ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
1131,ham,"Sorry, I'll call later"
4269,ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
1644,ham,India have to take lead:)
5054,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
704,ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
3298,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
4025,ham,Oh ok.. Wat's ur email?
4608,ham,Y de asking like this.
2357,ham,Okay same with me. Well thanks for the clarification
886,ham,I like to talk pa but am not able to. I dont know y.
2545,ham,So are you guys asking that i get that slippers again or its gone with last year
5416,ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
1351,ham,Yo theres no class tmrw right?
405,ham,"Haha get used to driving to usf man, I know a lot of stoners"
2910,ham,"Sorry,in meeting I'll call later"
4407,ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
3947,ham,I like to think there's always the possibility of being in a pub later.
5024,ham,I was gonna ask you lol but i think its at 7
4755,ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
4323,ham,I am not having her number sir
3651,ham,"Probably not, still going over some stuff here"
313,ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
2923,ham,Thts god's gift for birds as humans hav some natural gift frm god..
5241,ham,Its a part of checking IQ
4953,ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
1770,ham,Dont show yourself. How far. Put new pictures up on facebook.
4665,ham,Not..tel software name..
3004,ham,Ew are you one of them?
1902,ham,My sister got placed in birla soft da:-)
1243,ham,No shoot me. I'm in the docs waiting room. :/
2754,ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
1657,ham,S:-)if we have one good partnership going we will take lead:)
2358,ham,I'll talk to the others and probably just come early tomorrow then
3202,ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
3521,ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
4345,ham,You still around? I could use a half-8th
1488,ham,Tell them no need to investigate about me anywhere.
1113,ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
2929,ham,Wat's my dear doing? Sleeping ah?
1412,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
2496,ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
1490,ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
1999,ham,LMAO where's your fish memory when I need it?
3763,ham,Would me smoking you out help us work through this difficult time
5094,ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
1544,ham,After completed degree. There is no use in joining finance.
2998,ham,"Oh, then your phone phoned me but it disconnected"
4581,ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
698,ham,Mum ask Ì_ to buy food home...
4056,ham,Noice. Text me when you're here
2514,ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
4580,ham,Not course. Only maths one day one chapter with in one month we can finish.
1116,ham,Hey... What time is your driving on fri? We go for evaluation on fri?
4244,ham,Is toshiba portege m100 gd?
1521,ham,Are you angry with me. What happen dear
581,ham,Ok anyway no need to change with what you said
3962,ham,If you ask her or she say any please message.
114,ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
3541,ham,ÌÏ come lt 25 n pass to me lar
3257,ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
3046,ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
1394,ham,R we still meeting 4 dinner tonight?
2539,ham,Hmmm:)how many players selected?
3359,ham,Please attend the phone:)
1051,ham,Do u noe wat time e place dat sells 4d closes?
4681,ham,"Haha yeah, 2 oz is kind of a shitload"
660,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
376,ham,You could have seen me..i did't recognise you Face.:)
1540,ham,K come to nordstrom when you're done
2087,ham,\alright babe
4968,ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
1685,ham,Cramps stopped. Going back to sleep
2049,ham,How much is blackberry bold2 in nigeria.
4941,ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
4376,ham,How much is torch in 9ja.
644,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week
3256,ham,"No, but you told me you were going, before you got drunk!"
4485,ham,have * good weekend.
919,ham,Dont talk to him ever ok its my word.
237,ham,Where are you?when wil you reach here?
987,ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
2502,ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
2292,ham,:-( that's not v romantic!
4438,ham,i want to grasp your pretty booty :)
4976,ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
3080,ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
658,ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
1297,ham,"K so am I, how much for an 8th? Fifty?"
293,ham,Are you this much buzy
4493,ham,Man this bus is so so so slow. I think you're gonna get there before me
5163,ham,Ok leave no need to ask
5457,ham,Arun can u transfr me d amt
5212,ham,K.k.how is your business now?
4902,ham,"\I;m reaching in another 2 stops.\"""""
991,ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
1138,ham,What * u wearing?
5218,ham,I accidentally brought em home in the box
2527,ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
198,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
4079,ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
2774,ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
4420,ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...
1563,ham,Get ready to put on your excellent sub face :)
26,ham,Lol your always so convincing.
3880,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
3690,ham,"Sir, i am waiting for your call, once free please call me."
4837,ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
3038,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
341,ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
1450,ham,Msg me when rajini comes.
3597,ham,"Aight, we'll head out in a few"
4072,ham,Was the actual exam harder than NBME
5442,ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
3728,ham,I'm at home. Please call
885,ham,Gibbs unsold.mike hussey
2352,ham,Thats cool. How was your day?
3565,ham,Its ok..come to my home it vl nice to meet and v can chat..
4697,ham,Don no da:)whats you plan?
4568,ham,At WHAT TIME should i come tomorrow
3972,ham,"Night night, see you tomorrow"
4273,ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
5319,ham,Kothi print out marandratha.
1787,ham,Yes:)sura in sun tv.:)lol.
2638,ham,Am in gobi arts college
5340,ham,Are u awake? Is there snow there?
4559,ham,I'm awake oh. What's up.
1848,ham,I dont want to hear philosophy. Just say what happen
3515,ham,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
2894,ham,Went to ganesh dress shop
1235,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
2451,ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
500,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
1729,ham,Lol yeah at this point I guess not
5312,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
3132,ham,So no messages. Had food?
1254,ham,What your plan for pongal?
1187,ham,There's no point hangin on to mr not right if he's not makin u happy
3575,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
3483,ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
5332,ham,I think steyn surely get one wicket:)
1218,ham,K..k..i'm also fine:)when will you complete the course?
4601,ham,\Hey j! r u feeling any better
4450,ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
3971,ham,WOT U UP 2 J?
4126,ham,"Sorry, I'll call later"
3006,ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
4935,ham,K..k.:)congratulation ..
3679,ham,I cant pick the phone right now. Pls send a message
2481,ham,K.:)do it at evening da:)urgent:)
3847,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
1566,ham,I am late. I will be there at
50,ham,What you thinked about me. First time you saw me in class.
407,ham,Hello! Good week? Fancy a drink or something later?
3664,ham,Ha... U jus ate honey ar? So sweet...
3041,ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
3726,ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
3236,ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
2648,ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
3530,ham,Prepare to be pounded every night...
587,ham,"\Pete can you please ring meive hardly gotany credit\"""""
1508,ham,Sounds like something that someone testing me would sayy
776,ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
664,ham,Yes baby! We can study all the positions of the kama sutra ;)
1264,ham,I will see in half an hour
2991,ham,K.i did't see you.:)k:)where are you now?
4995,ham,Happy new year. Hope you are having a good semester
3950,ham,Hi dude hw r u da realy mising u today
3995,ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
3868,ham,No let me do the math. Your not good at it.
1781,ham,";-( oh well, c u later"
4987,ham,Which channel:-):-):):-).
2191,ham,Thankyou so much for the call. I appreciate your care.
4483,ham,Shopping? Eh ger i toking abt syd leh...Haha
2633,ham,"That's what I love to hear :V see you sundayish, then"
1793,ham,You bad girl. I can still remember them
3189,ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
4728,ham,I've reached already.
950,ham,"Awesome, lemme know whenever you're around"
3784,ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
167,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
4742,ham,I am in hospital da. . I will return home in evening
4179,ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
3588,ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
4854,ham,Same to u...
4081,ham,No no. I will check all rooms befor activities
2876,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
505,ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
5022,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
1435,ham,Dad went out oredi... 
854,ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
618,ham,I come n pick Ì_ up... Come out immediately aft ur lesson...
5155,ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
1967,ham,Even i cant close my eyes you are in me our vava playing umma :-D
4224,ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\"""
84,ham,Yup next stop.
2500,ham,Remember to ask alex about his pizza
1641,ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
442,ham,Oic... I saw him too but i tot he din c me... I found a group liao...
4996,ham,Esplanade lor. Where else...
3750,ham,"Haha... Sounds crazy, dunno can tahan anot..."
3870,ham,Yeah my usual guy's out of town but there're definitely people around I know
3873,ham,No. Did you multimedia message them or e-mail?
1869,ham,Mom wants to know where you at
1000,ham,No..but heard abt tat..
5450,ham,Sac needs to carry on:)
5191,ham,"Sorry, I'll call later"
4781,ham,"Call me, i am senthil from hsbc."
4960,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
3890,ham,No problem. We will be spending a lot of quality time together...
4276,ham,I'm glad. You are following your dreams.
3853,ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
4120,ham,Yunny... I'm goin to be late
1346,ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
5083,ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?
1367,ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_"
4918,ham,Re your call; You didn't see my facebook huh?
3235,ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
4964,ham,"A few people are at the game, I'm at the mall with iouri and kaila"
431,ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
1030,ham,Can not use foreign stamps in this country. Good lecture .
4478,ham,Erutupalam thandiyachu
1196,ham,What he said is not the matter. My mind saying some other matter is there.
1031,ham,Yup bathe liao...
5140,ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
14,ham,I HAVE A DATE ON SUNDAY WITH WILL!!
3474,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
571,ham,Do you know where my lab goggles went
3092,ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
299,ham,Need a coffee run tomo?Can't believe it's that time of week already
5048,ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
3571,ham,"Yup, leaving right now, be back soon"
3457,ham,Have your lunch and come quickly and open the door:)
1587,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
3536,ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
3385,ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
168,ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
5084,ham,Hey happy birthday...
3295,ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
2228,ham,Those were my exact intentions
